feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,targetfeature
20,RL,99,11851,Pave,Reg,Lvl,AllPub,Gtl,7,5,1990,0,TA,TA,0,1424,1424,Ex,Y,1442,0,0,2,0,3,1,TA,5,Typ,0,NA,1990,2,500,Y,0,34,0,508,0,0,0,5,2009,NA,NA,NA,180500
20,RL,40,13673,Pave,IR1,Lvl,AllPub,Gtl,5,5,1962,0,TA,Gd,0,1140,1140,TA,Y,1696,0,0,1,1,3,1,TA,8,Min2,1,TA,1962,1,349,Y,0,30,0,0,0,0,0,3,2007,NA,NA,NA,143900
20,RL,NA,12493,Pave,IR1,Lvl,AllPub,Gtl,4,5,1960,0,TA,TA,419,375,1100,TA,Y,1100,1,0,1,0,3,1,TA,6,Typ,1,Po,1960,1,312,Y,355,0,0,0,0,0,0,4,2008,NA,GdWo,NA,141000
60,RL,NA,14364,Pave,IR1,Low,AllPub,Mod,7,5,1988,128,Gd,TA,1065,92,1157,Ex,Y,2062,1,0,2,1,3,1,TA,7,Typ,1,Gd,1988,2,454,Y,60,55,0,0,154,0,0,4,2007,NA,NA,NA,277000
20,RL,75,8250,Pave,Reg,Lvl,AllPub,Gtl,6,7,1964,260,TA,TA,787,305,1092,Ex,Y,1092,1,0,1,0,3,1,TA,6,Typ,0,NA,1964,2,504,Y,0,0,0,0,0,0,0,7,2008,NA,MnPrv,NA,145000
30,RL,67,5604,Pave,Reg,Lvl,AllPub,Gtl,5,6,1925,0,TA,TA,468,396,864,TA,N,864,1,0,1,0,2,1,TA,5,Typ,0,NA,NA,0,0,Y,0,0,96,0,0,0,0,4,2008,NA,NA,NA,98000
20,RL,83,10420,Pave,Reg,Lvl,AllPub,Gtl,6,5,2009,0,TA,TA,36,1176,1212,Ex,Y,1212,0,0,2,0,3,1,Gd,6,Typ,0,NA,2009,2,460,Y,100,22,0,0,0,0,0,3,2010,NA,NA,NA,186000
60,FV,72,8640,Pave,Reg,Lvl,AllPub,Gtl,7,5,2009,0,TA,TA,822,78,900,Ex,Y,1852,1,0,2,1,3,1,Gd,7,Typ,1,TA,2009,2,644,Y,168,108,0,0,0,0,0,7,2009,NA,NA,NA,252678
20,RL,43,13568,Pave,IR2,Lvl,AllPub,Gtl,5,5,1995,0,TA,TA,716,274,990,Ex,Y,990,0,1,1,0,3,1,TA,5,Typ,0,NA,1996,2,576,Y,224,0,0,0,0,0,0,7,2006,NA,NA,NA,156000
60,RL,NA,10900,Pave,IR1,Lvl,AllPub,Gtl,6,7,1977,153,TA,TA,378,311,689,Ex,Y,1392,0,0,1,1,3,1,TA,6,Typ,0,NA,1977,1,299,Y,0,36,0,0,0,0,450,3,2010,NA,MnPrv,Shed,161750
20,RL,72,10011,Pave,IR1,Lvl,AllPub,Gtl,5,6,1957,64,TA,TA,360,710,1070,TA,Y,1236,0,1,1,0,2,1,Gd,6,Min1,1,Fa,1957,1,447,Y,0,0,0,0,0,0,0,5,2006,NA,MnPrv,NA,134450
20,RL,65,8450,Pave,Reg,Lvl,AllPub,Gtl,7,5,2004,266,Gd,TA,946,490,1436,Ex,Y,1436,1,0,2,0,3,1,Gd,8,Typ,0,NA,2004,2,484,Y,139,98,0,0,0,0,0,4,2008,NA,NA,NA,210000
70,RM,57,9906,Pave,Reg,Lvl,AllPub,Gtl,4,4,1925,0,TA,TA,0,686,686,Fa,N,1328,0,0,1,0,3,1,TA,8,Typ,0,NA,1940,1,210,Y,0,172,60,0,0,0,0,9,2006,NA,NA,NA,107000
50,RL,NA,15660,Pave,IR1,Lvl,AllPub,Gtl,7,9,1939,312,Gd,Gd,341,457,798,Ex,Y,1954,0,1,1,1,3,1,Gd,8,Typ,2,TA,1939,2,431,Y,0,119,150,0,0,0,0,5,2008,NA,NA,NA,311500
120,RL,43,3010,Pave,Reg,Lvl,AllPub,Gtl,7,5,2005,16,Gd,TA,16,1232,1248,Ex,Y,1248,0,0,2,0,2,1,Gd,5,Typ,0,NA,2005,2,438,Y,108,0,0,0,0,0,0,3,2006,NA,NA,NA,167240
20,RL,73,8990,Pave,IR1,Lvl,AllPub,Gtl,7,5,2006,0,Gd,TA,0,1498,1498,Ex,Y,1498,0,0,2,0,2,1,Gd,5,Typ,0,NA,2006,2,675,Y,351,33,0,0,0,0,0,4,2006,NA,NA,NA,204900
60,RL,NA,8068,Pave,IR1,Lvl,AllPub,Gtl,6,5,2002,0,Gd,TA,0,1010,1010,Ex,Y,2267,0,0,2,1,4,1,Gd,8,Typ,1,TA,2002,2,390,Y,120,46,0,0,0,0,0,12,2009,NA,NA,NA,200000
60,RL,85,11475,Pave,Reg,Lvl,AllPub,Gtl,6,6,1975,0,TA,TA,550,163,713,TA,Y,1552,1,0,2,1,3,1,TA,6,Typ,1,TA,1975,2,434,Y,209,208,0,0,0,0,0,2,2006,NA,MnPrv,NA,179900
20,RL,70,10500,Pave,Reg,Lvl,AllPub,Gtl,4,6,1971,0,TA,TA,524,160,864,Gd,Y,864,0,0,1,0,2,1,TA,4,Typ,0,NA,1989,2,576,Y,216,0,0,0,0,0,0,3,2009,NA,NA,NA,97000
20,RL,103,13472,Pave,Reg,Lvl,AllPub,Gtl,10,5,2003,922,Ex,TA,56,2336,2392,Ex,Y,2392,0,0,2,0,3,1,Ex,8,Typ,1,Ex,2003,3,968,Y,248,105,0,0,0,0,0,6,2009,NA,NA,NA,386250
160,RM,21,1680,Pave,Reg,Lvl,AllPub,Gtl,5,5,1971,142,TA,TA,0,630,630,TA,Y,1302,0,0,2,1,3,1,TA,6,Typ,0,NA,1991,1,280,Y,0,0,0,0,0,0,0,5,2009,NA,NA,NA,112000
60,RL,82,9950,Pave,IR1,Lvl,AllPub,Gtl,7,5,1995,290,Gd,TA,565,638,1203,Ex,Y,2520,0,0,2,1,4,1,Gd,9,Typ,1,TA,1995,3,721,Y,224,114,0,0,0,0,0,6,2007,NA,NA,NA,290000
160,RM,21,1869,Pave,Reg,Lvl,AllPub,Gtl,6,6,1970,127,TA,TA,321,162,483,TA,Y,987,0,0,1,1,2,1,TA,5,Typ,0,NA,1987,1,280,Y,0,0,0,0,0,0,0,9,2008,NA,NA,NA,106000
20,RL,70,8521,Pave,Reg,Lvl,AllPub,Gtl,5,5,1967,0,TA,TA,842,70,912,TA,Y,912,0,0,1,0,3,1,TA,5,Typ,1,Fa,1974,1,336,Y,0,0,0,0,0,0,0,5,2010,NA,MnPrv,NA,125000
120,RL,43,3182,Pave,Reg,Lvl,AllPub,Gtl,7,5,2005,16,Gd,TA,16,1357,1373,Ex,Y,1555,0,0,2,0,2,1,Gd,7,Typ,1,TA,2005,2,430,Y,143,20,0,0,0,0,0,5,2009,NA,NA,NA,192500
20,RL,73,8760,Pave,Reg,Lvl,AllPub,Gtl,6,6,1959,220,TA,TA,0,1194,1194,TA,Y,1194,1,0,1,0,3,1,TA,6,Typ,0,NA,1959,1,312,Y,0,0,120,0,0,0,0,4,2010,NA,NA,NA,148000
60,RL,174,15138,Pave,IR1,Lvl,AllPub,Gtl,8,5,1995,506,Gd,TA,689,773,1462,Ex,Y,2794,1,0,2,1,4,1,Ex,9,Typ,1,TA,1995,3,810,Y,0,146,202,0,0,0,0,7,2009,NA,NA,NA,403000
160,RM,21,1680,Pave,Reg,Lvl,AllPub,Gtl,6,5,1972,297,TA,TA,0,483,483,TA,Y,987,0,0,1,1,2,1,TA,5,Typ,1,Po,1972,1,288,Y,0,0,0,0,0,0,0,6,2006,NA,NA,NA,94500
20,RL,75,10650,Pave,Reg,Lvl,AllPub,Gtl,5,6,1976,0,TA,TA,182,0,894,TA,Y,894,1,0,1,0,3,1,TA,5,Typ,0,NA,1976,1,308,Y,365,0,0,0,0,0,0,2,2010,NA,MnPrv,NA,128200
60,RL,NA,7851,Pave,Reg,Lvl,AllPub,Gtl,6,5,2002,NA,Gd,TA,625,235,860,Ex,Y,1960,1,0,2,1,4,1,Gd,8,Typ,2,TA,2002,2,440,Y,288,48,0,0,0,0,0,5,2010,NA,NA,NA,216500
160,RM,21,1680,Pave,Reg,Lvl,AllPub,Gtl,6,3,1971,604,TA,TA,358,125,483,TA,Y,987,0,0,1,1,2,1,TA,5,Typ,0,NA,1971,1,264,Y,0,0,0,0,0,0,0,8,2008,NA,NA,NA,89500
20,RL,65,8773,Pave,Reg,Lvl,AllPub,Gtl,7,5,2004,98,Gd,TA,24,1390,1414,Ex,Y,1414,0,0,2,0,3,1,Gd,6,Typ,0,NA,2004,2,494,Y,132,105,0,0,0,0,0,5,2010,NA,NA,NA,185500
60,RL,NA,9453,Pave,IR1,Lvl,AllPub,Gtl,7,7,1993,0,Gd,TA,402,594,996,Ex,Y,1744,0,0,2,1,3,1,Gd,7,Typ,0,NA,1993,2,457,Y,370,70,0,238,0,0,0,2,2010,NA,NA,NA,194500
20,RL,93,12030,Pave,Reg,Lvl,AllPub,Gtl,8,5,2007,254,Ex,TA,0,1694,1694,Ex,Y,1694,0,0,2,0,3,1,Gd,7,Typ,0,NA,2007,3,818,Y,168,228,0,0,0,0,0,12,2007,NA,NA,NA,318000
50,RL,52,8741,Pave,Reg,Lvl,AllPub,Gtl,6,4,1945,0,TA,TA,94,641,735,TA,Y,1487,0,0,1,1,3,1,TA,7,Typ,1,Gd,1949,1,220,Y,0,140,0,0,0,0,0,4,2010,NA,MnPrv,NA,113000
20,FV,75,9000,Pave,Reg,Lvl,AllPub,Gtl,8,5,2008,36,Gd,TA,1078,488,1566,Ex,Y,1566,1,0,2,0,3,1,Gd,7,Typ,0,NA,2008,2,750,Y,144,168,0,0,0,0,0,4,2010,NA,NA,NA,262500
30,RM,40,3880,Pave,Reg,Lvl,AllPub,Gtl,5,9,1945,0,TA,Gd,329,357,686,Gd,Y,866,0,0,1,0,2,1,Gd,4,Typ,0,NA,NA,0,0,Y,58,42,0,0,0,0,0,8,2007,NA,NA,NA,110500
50,RM,63,5000,Pave,Reg,Lvl,AllPub,Gtl,5,4,1900,0,TA,TA,0,540,540,Gd,N,1440,0,0,1,0,3,1,TA,6,Typ,0,NA,1940,1,352,Y,0,0,77,0,0,0,0,4,2006,NA,NA,NA,79000
160,RL,75,10762,Pave,Reg,Lvl,AllPub,Gtl,6,6,1980,0,TA,TA,0,626,626,TA,Y,1217,0,0,1,1,3,1,TA,6,Typ,1,TA,1980,1,288,Y,0,28,0,0,0,0,0,4,2009,NA,NA,NA,120000
60,RL,NA,8880,Pave,IR1,Lvl,AllPub,Gtl,7,5,1994,0,Gd,TA,695,253,948,Ex,Y,2110,1,0,2,1,3,1,Gd,8,Typ,2,Fa,1994,2,463,Y,0,130,0,0,0,0,0,5,2010,NA,NA,NA,205000
20,RL,80,10400,Pave,Reg,Lvl,AllPub,Gtl,7,5,1988,102,TA,TA,929,916,1845,Gd,Y,1872,0,1,2,0,3,1,TA,6,Typ,1,TA,1988,2,604,Y,197,39,0,0,0,0,0,6,2006,NA,NA,NA,241500
190,RM,69,9142,Pave,Reg,Lvl,AllPub,Gtl,6,8,1910,0,TA,Fa,0,1020,1020,Gd,N,1928,0,0,2,0,4,2,Fa,9,Typ,0,NA,1910,1,440,Y,0,60,112,0,0,0,0,4,2006,NA,NA,NA,137000
20,RL,75,11310,Pave,Reg,Lvl,AllPub,Gtl,6,5,1954,0,TA,TA,0,1367,1367,Ex,Y,1375,0,0,1,0,2,1,TA,5,Typ,1,TA,1954,2,451,Y,0,30,0,0,0,0,0,6,2006,NA,NA,NA,140000
60,RL,72,11317,Pave,Reg,Lvl,AllPub,Gtl,7,5,2003,101,Gd,TA,0,840,840,Ex,Y,1668,0,0,2,1,3,1,Gd,8,Typ,0,NA,2003,2,500,Y,144,68,0,0,0,0,0,9,2007,NA,NA,NA,180000
50,RL,NA,159000,Pave,IR2,Low,AllPub,Sev,6,7,1958,472,Gd,TA,697,747,1444,Gd,Y,2144,0,1,2,0,4,1,Gd,7,Typ,2,TA,1958,2,389,Y,0,98,0,0,0,0,500,6,2007,NA,NA,Shed,277000
30,RL,55,5350,Pave,IR1,Lvl,AllPub,Gtl,3,2,1940,0,TA,Po,0,728,728,Ex,Y,1306,0,0,1,0,3,1,Fa,6,Mod,0,NA,NA,0,0,Y,263,0,0,0,0,0,450,5,2010,NA,GdWo,Shed,76500
120,RM,44,4750,Pave,IR1,HLS,AllPub,Mod,8,5,2006,481,Gd,TA,1573,0,1573,Ex,Y,1625,1,1,2,0,2,1,Gd,5,Typ,1,Gd,2006,2,538,Y,123,0,0,0,153,0,0,12,2007,NA,NA,NA,235000
60,RL,65,8366,Pave,IR1,Lvl,AllPub,Gtl,6,5,2004,0,Gd,TA,0,798,798,Ex,Y,1640,0,0,2,1,3,1,Gd,6,Typ,0,NA,2004,2,520,Y,138,45,0,0,0,0,0,12,2008,NA,NA,NA,173000
80,RL,85,9350,Pave,Reg,Lvl,AllPub,Gtl,6,7,1964,108,TA,TA,270,452,1302,Ex,Y,1302,0,1,2,0,3,1,Gd,7,Min1,0,NA,1964,1,309,Y,333,0,0,0,0,0,0,10,2007,NA,MnPrv,NA,158000
20,RL,70,8400,Pave,Reg,Lvl,AllPub,Gtl,5,6,1957,0,TA,Gd,922,392,1314,TA,Y,1314,1,0,1,0,3,1,TA,5,Typ,0,NA,1957,1,294,Y,250,0,0,0,0,0,0,6,2010,NA,NA,NA,145000
60,RL,66,8738,Pave,IR1,Lvl,AllPub,Gtl,7,5,1999,302,Gd,TA,0,975,975,Ex,Y,2291,0,0,2,1,4,1,Gd,8,Typ,1,TA,1999,2,429,Y,192,0,0,0,0,0,0,2,2006,NA,NA,NA,230000
60,FV,64,8791,Pave,IR1,Lvl,AllPub,Gtl,6,5,2003,0,Gd,TA,503,361,864,Ex,Y,1728,0,0,2,1,3,1,Gd,7,Typ,0,NA,2003,2,673,Y,216,56,0,0,0,0,0,5,2008,NA,NA,NA,207500
20,RL,68,8814,Pave,Reg,Lvl,AllPub,Gtl,7,5,2006,180,Gd,TA,1334,270,1604,Ex,Y,1604,1,0,2,1,3,1,Gd,8,Typ,1,Gd,2006,2,660,Y,123,110,0,0,0,0,0,3,2009,NA,NA,NA,220000
60,RL,80,12435,Pave,Reg,Lvl,AllPub,Gtl,7,5,2001,172,Gd,TA,361,602,963,Ex,Y,1792,0,0,2,1,3,1,Gd,7,Typ,1,TA,2001,2,564,Y,0,96,0,245,0,0,0,5,2008,NA,NA,NA,231500
20,RM,70,12702,Pave,Reg,Lvl,AllPub,Gtl,5,5,1956,0,TA,TA,0,0,0,Gd,Y,882,0,0,1,0,2,1,TA,4,Typ,0,NA,1956,1,308,Y,0,45,0,0,0,0,0,12,2008,NA,NA,NA,97000
80,RL,120,19296,Pave,Reg,Lvl,AllPub,Gtl,6,5,1962,399,TA,TA,672,0,1362,TA,Y,1382,1,0,1,0,3,1,TA,6,Typ,1,TA,1991,2,884,Y,0,0,252,0,0,0,0,5,2009,NA,GdWo,NA,176000
60,RL,69,9588,Pave,IR1,Lvl,AllPub,Gtl,8,5,2007,270,Gd,TA,0,1482,1482,Ex,Y,2574,0,0,2,1,3,1,Ex,10,Typ,1,Gd,2007,3,868,Y,0,148,0,0,0,0,0,11,2007,NA,NA,NA,276000
80,RL,88,8471,Pave,IR1,Lvl,AllPub,Gtl,6,7,1977,46,TA,TA,506,0,506,TA,Y,1212,1,0,1,0,3,1,TA,6,Typ,1,TA,1978,2,492,Y,292,12,0,0,0,0,0,7,2006,NA,GdWo,NA,151000
50,RM,50,5500,Pave,Reg,Lvl,AllPub,Gtl,5,7,1929,0,TA,TA,234,0,926,TA,Y,1316,1,0,1,0,3,1,TA,6,Typ,0,NA,1974,2,484,Y,0,0,0,0,0,0,0,4,2010,NA,NA,NA,130000
30,RM,30,5232,Pave,IR3,Bnk,AllPub,Gtl,5,5,1925,0,TA,TA,0,680,680,Gd,N,764,0,0,1,0,2,1,TA,4,Typ,0,NA,1965,2,504,N,0,0,0,0,0,0,0,6,2008,NA,NA,NA,73000
20,RL,78,12090,Pave,IR1,Lvl,AllPub,Gtl,6,6,1981,210,TA,Gd,588,606,1422,TA,Y,1422,0,0,2,0,3,1,Gd,7,Typ,1,TA,1981,2,576,Y,276,0,0,0,0,0,0,6,2008,NA,GdPrv,NA,175500
60,RL,70,11207,Pave,IR1,HLS,AllPub,Gtl,6,5,1997,0,TA,TA,714,88,802,Gd,Y,1511,1,0,2,1,3,1,TA,8,Typ,1,TA,1997,2,413,Y,95,75,0,0,0,0,0,6,2006,NA,NA,NA,185000
75,RL,60,8400,Pave,Reg,Bnk,AllPub,Mod,5,8,1939,0,TA,TA,378,342,720,Ex,Y,2192,0,0,2,1,4,1,Gd,8,Typ,1,Gd,1939,1,240,Y,262,24,0,0,0,0,0,7,2008,NA,NA,NA,179500
30,RM,71,6900,Pave,Reg,Lvl,AllPub,Gtl,5,6,1940,0,TA,TA,403,212,740,Ex,Y,778,0,0,1,0,2,1,TA,4,Typ,1,Gd,1966,1,924,Y,0,25,0,0,0,0,0,2,2008,NA,NA,NA,120500
20,RL,NA,7917,Pave,IR1,Lvl,AllPub,Gtl,6,7,1976,174,TA,Gd,751,392,1143,TA,Y,1113,1,0,1,1,3,1,TA,6,Typ,1,Fa,1987,1,504,Y,370,30,0,0,0,0,0,5,2007,NA,GdPrv,NA,148000
60,FV,84,10728,Pave,Reg,Lvl,AllPub,Gtl,8,5,2006,0,Gd,TA,0,1095,1095,Gd,Y,1939,0,0,2,1,3,1,Gd,8,Typ,1,Gd,2006,3,1053,Y,192,51,0,0,0,0,0,8,2006,NA,NA,NA,266000
20,RL,73,39104,Pave,IR1,Low,AllPub,Sev,7,7,1954,0,TA,TA,226,96,1385,Ex,Y,1363,1,0,1,0,2,1,TA,5,Mod,2,TA,1954,2,439,Y,81,0,0,0,0,0,0,4,2008,NA,NA,NA,241500
60,RL,92,11764,Pave,IR1,Lvl,AllPub,Gtl,8,7,1999,348,Gd,TA,524,628,1152,Ex,Y,2270,0,0,2,1,4,1,Gd,9,Typ,1,Gd,1999,3,671,Y,132,57,0,0,0,0,0,4,2010,NA,NA,NA,290000
20,RL,80,9600,Pave,Reg,Lvl,AllPub,Gtl,6,6,1958,183,TA,TA,620,0,1240,Gd,Y,1632,1,0,2,0,3,1,TA,6,Min1,1,Gd,1958,1,338,Y,289,0,0,0,0,0,0,4,2009,NA,MnPrv,NA,139000
20,RL,76,8314,Pave,Reg,Lvl,AllPub,Gtl,5,7,1982,0,TA,TA,546,270,816,TA,Y,816,0,0,1,0,2,1,TA,5,Typ,0,NA,1982,1,264,Y,168,0,0,0,0,0,0,6,2007,NA,NA,NA,124500
50,RL,55,7264,Pave,Reg,Lvl,AllPub,Gtl,7,7,1925,0,Gd,Gd,0,952,952,Gd,N,1548,0,0,2,1,3,1,Ex,5,Typ,0,NA,1978,2,672,Y,74,0,0,0,144,0,0,10,2009,NA,NA,NA,205000
20,RL,129,9196,Pave,IR1,Lvl,AllPub,Gtl,7,5,2003,0,Gd,TA,0,1560,1560,Ex,Y,1560,0,0,2,0,3,1,Gd,7,Typ,0,NA,2003,2,573,Y,100,150,0,0,0,0,0,4,2010,NA,NA,NA,201000
20,RL,140,19138,Pave,Reg,Lvl,AllPub,Gtl,4,5,1951,0,TA,TA,120,744,864,Ex,Y,864,0,0,1,0,2,1,TA,4,Typ,0,NA,1951,2,400,Y,0,0,0,0,0,0,0,6,2010,NA,NA,NA,141000
20,RL,107,14450,Pave,Reg,Lvl,AllPub,Gtl,9,5,2006,315,Ex,TA,0,2121,2121,Ex,Y,2121,0,0,2,1,3,1,Ex,8,Typ,1,Ex,2007,3,732,Y,124,98,0,0,142,0,0,5,2007,NA,NA,NA,415298
60,RL,83,10005,Pave,Reg,Lvl,AllPub,Gtl,7,5,1977,299,TA,TA,392,768,1160,Ex,Y,2022,0,0,2,1,4,1,TA,8,Typ,1,TA,1977,2,505,Y,288,117,0,0,0,0,0,3,2008,NA,NA,NA,192000
60,RL,82,11287,Pave,Reg,Lvl,AllPub,Gtl,7,6,1989,340,Gd,TA,421,386,807,Gd,Y,1982,0,0,2,1,3,1,Gd,7,Typ,1,TA,1989,2,575,Y,0,84,0,196,0,0,0,1,2007,NA,NA,NA,228500
20,FV,60,7200,Pave,Reg,Lvl,AllPub,Gtl,6,5,2006,68,Gd,TA,905,357,1262,Gd,Y,1262,0,0,2,0,2,1,Gd,5,Typ,0,NA,2006,2,572,Y,0,120,0,0,0,0,0,5,2006,NA,NA,NA,185000
120,RL,34,5063,Pave,Reg,Lvl,AllPub,Gtl,7,5,2007,166,Gd,TA,904,410,1314,Ex,Y,1314,1,0,2,0,2,1,Gd,6,Typ,1,Gd,2008,2,626,Y,172,62,0,0,0,0,0,4,2009,NA,NA,NA,207500
20,RL,74,9612,Pave,Reg,Lvl,AllPub,Gtl,8,5,2008,72,Gd,TA,0,1468,1468,Ex,Y,1468,0,0,2,0,3,1,Gd,6,Typ,1,Gd,2008,3,898,Y,210,150,0,0,0,0,0,12,2009,NA,NA,NA,244600
120,RL,50,8012,Pave,Reg,Lvl,AllPub,Gtl,6,5,1992,0,Gd,TA,430,1145,1575,Gd,Y,1575,1,0,2,0,2,1,Gd,5,Typ,0,NA,1992,2,529,Y,0,0,52,0,0,0,0,7,2007,NA,NA,NA,179200
160,FV,35,4251,Pave,IR1,Lvl,AllPub,Gtl,7,5,2006,0,Gd,TA,0,625,625,Ex,Y,1250,0,0,2,1,2,1,Gd,5,Typ,0,NA,2006,2,528,Y,0,54,0,0,0,0,0,6,2007,NA,NA,NA,164700
50,RL,77,9786,Pave,IR1,Bnk,AllPub,Gtl,6,7,1962,0,TA,TA,600,312,912,TA,Y,1734,0,0,1,1,3,1,Gd,7,Typ,1,Gd,1962,2,440,Y,0,0,0,0,128,0,0,6,2006,NA,GdPrv,NA,159000
20,RL,NA,8125,Pave,IR1,Lvl,AllPub,Gtl,4,4,1971,0,TA,TA,614,244,858,TA,Y,858,0,0,1,0,3,1,TA,5,Typ,0,NA,NA,0,0,Y,0,0,0,0,0,0,0,6,2006,NA,NA,NA,88000
20,RL,NA,9819,Pave,IR1,Lvl,AllPub,Gtl,5,5,1967,31,TA,Gd,450,432,882,TA,Y,900,0,0,1,0,3,1,TA,5,Typ,0,NA,1970,1,280,Y,0,0,0,0,0,0,0,2,2010,NA,MnPrv,NA,122000
70,RL,60,8730,Pave,Reg,Lvl,AllPub,Gtl,6,7,1915,0,TA,TA,0,698,698,Ex,Y,1396,0,0,1,0,3,1,TA,7,Typ,0,NA,2003,1,384,Y,0,0,0,0,259,0,0,7,2007,NA,NA,NA,153575
60,RL,120,15611,Pave,Reg,Lvl,AllPub,Gtl,8,5,2006,0,Gd,TA,0,1079,1079,Ex,Y,1919,0,0,2,1,3,1,Gd,8,Typ,1,Gd,2006,2,685,Y,0,51,0,0,0,0,0,7,2006,NA,NA,NA,233230
190,RL,55,5687,Pave,Reg,Bnk,AllPub,Gtl,5,6,1912,0,TA,Fa,210,570,780,Ex,N,1716,1,0,2,0,6,1,Fa,9,Typ,0,NA,NA,0,0,N,0,184,0,0,0,0,0,3,2008,NA,NA,NA,135900
50,RL,60,11409,Pave,Reg,Lvl,AllPub,Gtl,5,4,1949,0,TA,TA,292,476,768,Gd,Y,1716,0,0,1,1,3,1,TA,8,Min2,1,Gd,1949,1,281,Y,0,0,0,0,160,0,0,1,2009,NA,NA,NA,131000
60,RL,NA,16659,Pave,IR1,Lvl,AllPub,Gtl,7,7,1977,34,TA,TA,795,0,795,Fa,Y,2263,1,0,2,1,3,1,Gd,9,Typ,1,TA,1977,2,539,Y,0,250,0,0,0,0,0,3,2006,NA,NA,NA,235000
20,RL,80,9600,Pave,Reg,Lvl,AllPub,Gtl,6,5,1953,238,TA,TA,1285,131,1416,TA,Y,1644,1,0,1,0,3,1,TA,7,Typ,2,Gd,1953,2,418,Y,110,0,0,0,0,0,0,10,2009,NA,NA,NA,167000
80,RL,37,7937,Pave,IR1,Lvl,AllPub,Gtl,6,6,1984,0,TA,TA,819,184,1003,TA,Y,1003,1,0,1,0,3,1,TA,6,Typ,0,NA,1984,2,588,Y,120,0,0,0,0,0,0,3,2006,NA,GdPrv,NA,142500
50,RM,75,13710,Pave,Reg,Lvl,AllPub,Gtl,5,5,1950,0,TA,TA,420,490,910,TA,Y,1558,0,0,1,1,4,1,TA,6,Typ,0,NA,1950,1,282,Y,289,0,0,0,0,0,0,6,2007,NA,MnPrv,NA,152000
60,FV,66,7399,Pave,IR1,Lvl,AllPub,Gtl,7,5,1997,1600,Gd,TA,649,326,975,Ex,Y,1950,0,0,2,1,3,1,Gd,7,Typ,1,TA,1997,2,576,Y,0,10,0,0,198,0,0,6,2007,NA,NA,NA,239000
60,RL,90,11700,Pave,Reg,Lvl,AllPub,Gtl,6,6,1968,365,Gd,TA,384,143,702,Gd,Y,1743,0,1,1,2,3,1,TA,7,Typ,1,Gd,1968,2,539,Y,224,0,0,0,0,0,0,6,2007,NA,NA,NA,175000
20,RL,80,14000,Pave,Reg,Lvl,AllPub,Gtl,6,8,1950,0,TA,Gd,0,1092,1092,Ex,Y,1152,0,1,1,0,3,1,Gd,6,Typ,1,Gd,1950,1,300,Y,0,36,0,0,0,0,0,8,2009,NA,GdPrv,NA,158500
190,RL,90,15750,Pave,Reg,Lvl,AllPub,Gtl,5,5,1953,56,TA,TA,841,324,1165,TA,Y,1336,1,0,1,0,2,1,TA,5,Typ,2,Gd,1953,1,375,Y,0,0,0,0,0,0,0,6,2006,NA,NA,NA,157000
60,RL,66,16226,Pave,IR3,Lvl,AllPub,Gtl,8,5,1998,0,Gd,TA,281,747,1028,Ex,Y,2452,0,0,2,1,4,1,Gd,9,Typ,1,TA,1998,2,683,Y,208,50,0,0,0,0,0,5,2007,NA,NA,NA,267000
20,RL,118,13704,Pave,IR1,Lvl,AllPub,Gtl,7,5,2001,150,Gd,TA,0,1541,1541,Ex,Y,1541,0,0,2,0,3,1,Gd,6,Typ,1,TA,2001,3,843,Y,468,81,0,0,0,0,0,1,2006,NA,NA,NA,205000
20,RL,70,9800,Pave,Reg,Lvl,AllPub,Gtl,5,7,1972,0,TA,TA,894,0,894,TA,Y,894,1,0,1,0,3,1,TA,5,Typ,0,NA,1975,2,552,Y,256,0,0,0,0,0,0,7,2006,NA,GdWo,NA,149900
75,RM,87,18386,Pave,Reg,Lvl,AllPub,Gtl,7,9,1880,0,TA,TA,0,1470,1470,Ex,Y,3493,0,0,3,0,3,1,Gd,10,Typ,1,Ex,2003,3,870,Y,302,0,0,0,0,0,0,5,2008,NA,NA,NA,295000
20,RL,80,10386,Pave,Reg,Lvl,AllPub,Gtl,8,5,2004,246,Gd,TA,1464,536,2000,Ex,Y,2000,1,0,2,0,3,1,Gd,8,Typ,0,NA,2004,3,888,Y,168,0,0,0,0,0,0,7,2007,NA,NA,NA,305900
60,RL,116,13474,Pave,Reg,Lvl,AllPub,Gtl,7,5,1990,246,Gd,TA,700,0,700,Gd,Y,2243,1,0,2,1,4,1,Gd,8,Typ,1,TA,1990,3,746,Y,127,44,224,0,0,0,0,6,2007,NA,NA,NA,225000
50,RM,NA,7920,Pave,IR1,Lvl,AllPub,Gtl,6,7,1920,0,TA,Fa,0,319,319,TA,Y,1406,0,0,1,0,3,1,Fa,6,Typ,0,NA,NA,0,0,N,0,144,0,0,0,0,0,3,2008,NA,MnPrv,NA,89500
